Provincia,Partido,Localidad,Tecnologia,Link Indec,Accesos
Buenos Aires,Guaminí,Casbas,OTROS,6399020,1.0
Buenos Aires,Guaminí,Casbas,WIRELESS,6399020,128.0
Buenos Aires,Guaminí,Garré,FIBRA OPTICA,6399030,288.0
Buenos Aires,Guaminí,Guaminí,FIBRA OPTICA,6399040,75.0
Buenos Aires,Guaminí,Guaminí,OTROS,6399040,11.0
Buenos Aires,Guaminí,Guaminí,WIRELESS,6399040,351.0
Buenos Aires,Guaminí,Laguna Alsina  (Est. Bonifacio),ADSL,6399050,124.0
Buenos Aires,Guaminí,Laguna Alsina  (Est. Bonifacio),FIBRA OPTICA,6399050,237.0
Buenos Aires,Guaminí,Laguna Alsina  (Est. Bonifacio),OTROS,6399050,58.0
Buenos Aires,Guaminí,Laguna Alsina  (Est. Bonifacio),WIRELESS,6399050,129.0
Buenos Aires,Hipólito Yrigoyen,Henderson,ADSL,6406010,79.0
Buenos Aires,Hipólito Yrigoyen,Henderson,DIAL UP,6406010,1.0
Buenos Aires,Hipólito Yrigoyen,Henderson,WIRELESS,6406010,810.0
Buenos Aires,Hurlingham,Hurlingham,ADSL,6408010,297.0
Buenos Aires,Hurlingham,Hurlingham,CABLEMODEM,6408010,15846.0
Buenos Aires,Hurlingham,Hurlingham,DIAL UP,6408010,56.0
Buenos Aires,Hurlingham,Hurlingham,FIBRA OPTICA,6408010,18321.0
Buenos Aires,Hurlingham,Hurlingham,OTROS,6408010,12.0
Buenos Aires,Hurlingham,Hurlingham,SATELITAL,6408010,1.0
Buenos Aires,Hurlingham,Hurlingham,WIRELESS,6408010,471.0
Buenos Aires,Hurlingham,Villa Santos Tesei,ADSL,6408010,15.0
Buenos Aires,Hurlingham,Villa Santos Tesei,CABLEMODEM,6408010,7221.0
Buenos Aires,Hurlingham,Villa Santos Tesei,DIAL UP,6408010,27.0
Buenos Aires,Hurlingham,Villa Santos Tesei,FIBRA OPTICA,6408010,14166.0
Buenos Aires,Hurlingham,Villa Santos Tesei,OTROS,6408010,1.0
Buenos Aires,Hurlingham,Villa Santos Tesei,WIRELESS,6408010,114.0
Buenos Aires,Hurlingham,William C. Morris,CABLEMODEM,6408010,16.0
Buenos Aires,Hurlingham,William C. Morris,FIBRA OPTICA,6408010,14.0
Buenos Aires,Hurlingham,William C. Morris,WIRELESS,6408010,392.0
Buenos Aires,Ituzaingó,Ituzaingó Centro,ADSL,6410010,148.0
Buenos Aires,Ituzaingó,Ituzaingó Centro,CABLEMODEM,6410010,26577.0
Buenos Aires,Ituzaingó,Ituzaingó Centro,DIAL UP,6410010,114.0
Buenos Aires,Ituzaingó,Ituzaingó Centro,FIBRA OPTICA,6410010,24895.0
Buenos Aires,Ituzaingó,Ituzaingó Centro,SATELITAL,6410010,3.0
Buenos Aires,Ituzaingó,Ituzaingó Centro,WIRELESS,6410010,199.0
Buenos Aires,Ituzaingó,Ituzaingó Sur,WIRELESS,6410010,30.0
Buenos Aires,Ituzaingó,OTROS,ADSL,Sin Datos,2.0
Buenos Aires,Ituzaingó,OTROS,FIBRA OPTICA,Sin Datos,2.0
Buenos Aires,Ituzaingó,Villa Gobernador Udaondo,ADSL,6410010,10.0
Buenos Aires,Ituzaingó,Villa Gobernador Udaondo,CABLEMODEM,6410010,8902.0
Buenos Aires,Ituzaingó,Villa Gobernador Udaondo,DIAL UP,6410010,9.0
Buenos Aires,Ituzaingó,Villa Gobernador Udaondo,FIBRA OPTICA,6410010,3546.0
Buenos Aires,Ituzaingó,Villa Gobernador Udaondo,WIRELESS,6410010,378.0
Buenos Aires,José C. Paz,Del Viso,CABLEMODEM,6412010,282.0
Buenos Aires,José C. Paz,José C Paz,ADSL,6412010,1282.0
Buenos Aires,José C. Paz,José C Paz,CABLEMODEM,6412010,27960.0
Buenos Aires,José C. Paz,José C Paz,DIAL UP,6412010,82.0
Buenos Aires,José C. Paz,José C Paz,FIBRA OPTICA,6412010,20886.0
Buenos Aires,José C. Paz,José C Paz,OTROS,6412010,1117.0
Buenos Aires,José C. Paz,José C Paz,SATELITAL,6412010,2.0
Buenos Aires,José C. Paz,José C Paz,WIRELESS,6412010,117.0
Buenos Aires,José C. Paz,Tortuguitas,CABLEMODEM,6412010,1883.0
Buenos Aires,Junín,Agustín Roca,FIBRA OPTICA,6413010,89.0
Buenos Aires,Junín,Agustín Roca,WIRELESS,6413010,208.0
Buenos Aires,Junín,Agustina,FIBRA OPTICA,6413020,8.0
Buenos Aires,Junín,Balneario Laguna de Gómez,FIBRA OPTICA,6413030,41.0
Buenos Aires,Junín,Balneario Laguna de Gómez,WIRELESS,6413030,4.0
Buenos Aires,Junín,Fortín Tiburcio,WIRELESS,6413040,72.0
Buenos Aires,Junín,Junín,ADSL,6413050,2428.0
Buenos Aires,Junín,Junín,CABLEMODEM,6413050,18381.0
Buenos Aires,Junín,Junín,DIAL UP,6413050,84.0
Buenos Aires,Junín,Junín,FIBRA OPTICA,6413050,6531.0
Buenos Aires,Junín,Junín,OTROS,6413050,3.0
Buenos Aires,Junín,Junín,SATELITAL,6413050,1.0
Buenos Aires,Junín,Junín,WIRELESS,6413050,7283.0
Buenos Aires,Junín,Laplacette,FIBRA OPTICA,6413060,1.0
Buenos Aires,Junín,Laplacette,WIMAX,6413060,16.0
Buenos Aires,Junín,Morse,CABLEMODEM,6413070,57.0
Buenos Aires,Junín,Morse,FIBRA OPTICA,6413070,254.0
Buenos Aires,Junín,Morse,WIRELESS,6413070,117.0
Buenos Aires,Junín,Saforcada,OTROS,6413080,1.0
Buenos Aires,Junín,Saforcada,WIRELESS,6413080,75.0
Buenos Aires,La Costa,Aguas Verdes,ADSL,6420030,28.0
Buenos Aires,La Costa,Aguas Verdes,FIBRA OPTICA,6420030,141.0
Buenos Aires,La Costa,Aguas Verdes,WIRELESS,6420030,1.0
Buenos Aires,La Costa,Las Toninas,ADSL,6420010,365.0
Buenos Aires,La Costa,Las Toninas,CABLEMODEM,6420010,1076.0
Buenos Aires,La Costa,Las Toninas,DIAL UP,6420010,1.0
Buenos Aires,La Costa,Las Toninas,FIBRA OPTICA,6420010,68.0
Buenos Aires,La Costa,Las Toninas,OTROS,6420010,401.0
Buenos Aires,La Costa,Las Toninas,WIRELESS,6420010,26.0
Buenos Aires,La Costa,Lucila Del Mar,ADSL,6420030,101.0
Buenos Aires,La Costa,Lucila Del Mar,CABLEMODEM,6420030,943.0
Buenos Aires,La Costa,Lucila Del Mar,FIBRA OPTICA,6420030,1471.0
Buenos Aires,La Costa,Lucila Del Mar,OTROS,6420030,205.0
Buenos Aires,La Costa,Lucila Del Mar,WIRELESS,6420030,1.0
Buenos Aires,La Costa,Mar de Ajó - San Bernardo,ADSL,6420020,1349.0
Buenos Aires,La Costa,Mar de Ajó - San Bernardo,CABLEMODEM,6420020,4326.0
Buenos Aires,La Costa,Mar de Ajó - San Bernardo,DIAL UP,6420020,28.0
Buenos Aires,La Costa,Mar de Ajó - San Bernardo,FIBRA OPTICA,6420020,9065.0
Buenos Aires,La Costa,Mar de Ajó - San Bernardo,OTROS,6420020,1041.0
Buenos Aires,La Costa,Mar de Ajó - San Bernardo,WIRELESS,6420020,1.0
Buenos Aires,La Costa,San Clemente del Tuyú,ADSL,6420030,1420.0
Buenos Aires,La Costa,San Clemente del Tuyú,CABLEMODEM,6420030,3551.0
Buenos Aires,La Costa,San Clemente del Tuyú,DIAL UP,6420030,3.0
Buenos Aires,La Costa,San Clemente del Tuyú,FIBRA OPTICA,6420030,4943.0
Buenos Aires,La Costa,San Clemente del Tuyú,OTROS,6420030,1172.0
Buenos Aires,La Costa,San Clemente del Tuyú,WIRELESS,6420030,40.0
Buenos Aires,La Costa,Santa Teresita - Mar del Tuyú,ADSL,6420040,2327.0
Buenos Aires,La Costa,Santa Teresita - Mar del Tuyú,CABLEMODEM,6420040,7654.0
Buenos Aires,La Costa,Santa Teresita - Mar del Tuyú,DIAL UP,6420040,13.0
Buenos Aires,La Costa,Santa Teresita - Mar del Tuyú,FIBRA OPTICA,6420040,917.0
Buenos Aires,La Costa,Santa Teresita - Mar del Tuyú,OTROS,6420040,2.0
Buenos Aires,La Costa,Santa Teresita - Mar del Tuyú,WIRELESS,6420040,201.0
Buenos Aires,La Matanza,20 De Junio,ADSL,6427010,4.0
Buenos Aires,La Matanza,20 De Junio,CABLEMODEM,6427010,744.0
Buenos Aires,La Matanza,20 De Junio,DIAL UP,6427010,2.0
Buenos Aires,La Matanza,20 De Junio,FIBRA OPTICA,6427010,1113.0
Buenos Aires,La Matanza,20 De Junio,WIRELESS,6427010,2.0
Buenos Aires,La Matanza,Aldo Bonzi,ADSL,6427010,1.0
Buenos Aires,La Matanza,Aldo Bonzi,CABLEMODEM,6427010,2688.0
Buenos Aires,La Matanza,Aldo Bonzi,OTROS,6427010,1.0
Buenos Aires,La Matanza,Aldo Bonzi,WIRELESS,6427010,2.0
Buenos Aires,La Matanza,Ciudad Evita,ADSL,6427010,40.0
Buenos Aires,La Matanza,Ciudad Evita,CABLEMODEM,6427010,10311.0
Buenos Aires,La Matanza,Ciudad Evita,DIAL UP,6427010,26.0
Buenos Aires,La Matanza,Ciudad Evita,FIBRA OPTICA,6427010,3582.0
Buenos Aires,La Matanza,Ciudad Evita,OTROS,6427010,31.0
Buenos Aires,La Matanza,Ciudad Evita,WIRELESS,6427010,108.0
Buenos Aires,La Matanza,Gonzalez Catán,ADSL,6427010,12.0
Buenos Aires,La Matanza,Gonzalez Catán,CABLEMODEM,6427010,27707.0
Buenos Aires,La Matanza,Gonzalez Catán,DIAL UP,6427010,25.0
Buenos Aires,La Matanza,Gonzalez Catán,FIBRA OPTICA,6427010,14623.0
Buenos Aires,La Matanza,Gonzalez Catán,OTROS,6427010,6.0
Buenos Aires,La Matanza,Gonzalez Catán,SATELITAL,6427010,7.0
Buenos Aires,La Matanza,Gonzalez Catán,WIRELESS,6427010,1432.0
Buenos Aires,La Matanza,Gregorio De Laferrere,ADSL,6427010,18.0
Buenos Aires,La Matanza,Gregorio De Laferrere,CABLEMODEM,6427010,25947.0
Buenos Aires,La Matanza,Gregorio De Laferrere,DIAL UP,6427010,14.0
Buenos Aires,La Matanza,Gregorio De Laferrere,FIBRA OPTICA,6427010,19816.0
Buenos Aires,La Matanza,Gregorio De Laferrere,OTROS,6427010,15.0
Buenos Aires,La Matanza,Gregorio De Laferrere,WIRELESS,6427010,1469.0
Buenos Aires,La Matanza,Isidro Casanova,ADSL,6427010,25.0
Buenos Aires,La Matanza,Isidro Casanova,CABLEMODEM,6427010,20984.0
Buenos Aires,La Matanza,Isidro Casanova,DIAL UP,6427010,30.0
Buenos Aires,La Matanza,Isidro Casanova,FIBRA OPTICA,6427010,28971.0
Buenos Aires,La Matanza,Isidro Casanova,OTROS,6427010,27.0
Buenos Aires,La Matanza,Isidro Casanova,WIRELESS,6427010,261.0
Buenos Aires,La Matanza,La Tablada,ADSL,6427010,36.0
Buenos Aires,La Matanza,La Tablada,CABLEMODEM,6427010,14196.0
Buenos Aires,La Matanza,La Tablada,DIAL UP,6427010,2.0
Buenos Aires,La Matanza,La Tablada,FIBRA OPTICA,6427010,896.0
Buenos Aires,La Matanza,La Tablada,OTROS,6427010,7.0
Buenos Aires,La Matanza,La Tablada,WIRELESS,6427010,972.0
Buenos Aires,La Matanza,Lomas Del Mirador,ADSL,6427010,51.0
Buenos Aires,La Matanza,Lomas Del Mirador,CABLEMODEM,6427010,11626.0
Buenos Aires,La Matanza,Lomas Del Mirador,DIAL UP,6427010,8.0
Buenos Aires,La Matanza,Lomas Del Mirador,FIBRA OPTICA,6427010,1305.0
Buenos Aires,La Matanza,Lomas Del Mirador,OTROS,6427010,13.0
Buenos Aires,La Matanza,Lomas Del Mirador,WIRELESS,6427010,66.0
Buenos Aires,La Matanza,Rafael Castillo,ADSL,6427010,12.0
Buenos Aires,La Matanza,Rafael Castillo,CABLEMODEM,6427010,14284.0
Buenos Aires,La Matanza,Rafael Castillo,DIAL UP,6427010,10.0
Buenos Aires,La Matanza,Rafael Castillo,FIBRA OPTICA,6427010,9095.0
Buenos Aires,La Matanza,Rafael Castillo,OTROS,6427010,7.0
Buenos Aires,La Matanza,Rafael Castillo,WIRELESS,6427010,278.0
Buenos Aires,La Matanza,Ramos Mejía,ADSL,6427010,518.0
Buenos Aires,La Matanza,Ramos Mejía,CABLEMODEM,6427010,37150.0
Buenos Aires,La Matanza,Ramos Mejía,DIAL UP,6427010,79.0
Buenos Aires,La Matanza,Ramos Mejía,FIBRA OPTICA,6427010,9239.0
Buenos Aires,La Matanza,Ramos Mejía,OTROS,6427010,19.0
Buenos Aires,La Matanza,Ramos Mejía,SATELITAL,6427010,2.0
Buenos Aires,La Matanza,Ramos Mejía,WIRELESS,6427010,20.0
Buenos Aires,La Matanza,San Justo,ADSL,6427010,131.0
Buenos Aires,La Matanza,San Justo,CABLEMODEM,6427010,24126.0
Buenos Aires,La Matanza,San Justo,DIAL UP,6427010,98.0
Buenos Aires,La Matanza,San Justo,FIBRA OPTICA,6427010,16033.0
Buenos Aires,La Matanza,San Justo,OTROS,6427010,11.0
Buenos Aires,La Matanza,San Justo,SATELITAL,6427010,1.0
Buenos Aires,La Matanza,San Justo,WIRELESS,6427010,879.0
Buenos Aires,La Matanza,Tapiales,ADSL,6427010,233.0
Buenos Aires,La Matanza,Tapiales,CABLEMODEM,6427010,3769.0
Buenos Aires,La Matanza,Tapiales,DIAL UP,6427010,25.0
Buenos Aires,La Matanza,Tapiales,FIBRA OPTICA,6427010,9651.0
Buenos Aires,La Matanza,Tapiales,OTROS,6427010,14.0
Buenos Aires,La Matanza,Tapiales,SATELITAL,6427010,1.0
Buenos Aires,La Matanza,Tapiales,WIRELESS,6427010,2.0
Buenos Aires,La Matanza,Villa  Eduardo Madero,ADSL,6427010,50.0
Buenos Aires,La Matanza,Villa  Eduardo Madero,CABLEMODEM,6427010,16177.0
Buenos Aires,La Matanza,Villa  Eduardo Madero,DIAL UP,6427010,48.0
Buenos Aires,La Matanza,Villa  Eduardo Madero,FIBRA OPTICA,6427010,13065.0
Buenos Aires,La Matanza,Villa  Eduardo Madero,OTROS,6427010,26.0
Buenos Aires,La Matanza,Villa  Eduardo Madero,WIRELESS,6427010,174.0
Buenos Aires,La Matanza,Villa Luzuriaga,ADSL,6427010,4.0
Buenos Aires,La Matanza,Villa Luzuriaga,CABLEMODEM,6427010,15926.0
Buenos Aires,La Matanza,Villa Luzuriaga,DIAL UP,6427010,1.0
Buenos Aires,La Matanza,Villa Luzuriaga,FIBRA OPTICA,6427010,1.0
Buenos Aires,La Matanza,Villa Luzuriaga,OTROS,6427010,1.0
Buenos Aires,La Matanza,Villa Luzuriaga,WIRELESS,6427010,115.0
Buenos Aires,La Matanza,Virrey Del Pino,ADSL,6427010,4526.0
Buenos Aires,La Matanza,Virrey Del Pino,CABLEMODEM,6427010,20629.0
Buenos Aires,La Matanza,Virrey Del Pino,FIBRA OPTICA,6427010,235.0
Buenos Aires,La Matanza,Virrey Del Pino,WIRELESS,6427010,348.0
Buenos Aires,La Plata,Abasto,CABLEMODEM,6441030,633.0
Buenos Aires,La Plata,Abasto,FIBRA OPTICA,6441030,5820.0
Buenos Aires,La Plata,Abasto,WIRELESS,6441030,10.0
Buenos Aires,La Plata,Angel Etcheverry,CABLEMODEM,6441030,719.0
Buenos Aires,La Plata,Angel Etcheverry,WIRELESS,6441030,11.0
Buenos Aires,La Plata,Arana,WIRELESS,6441030,96.0
Buenos Aires,La Plata,Arturo Segui,CABLEMODEM,6441030,249.0
Buenos Aires,La Plata,Barrio El Carmen Oeste,WIRELESS,6441030,145.0
Buenos Aires,La Plata,Barrio El Peligro,ADSL,6441030,213.0
Buenos Aires,La Plata,Barrio El Peligro,FIBRA OPTICA,6441030,189.0
Buenos Aires,La Plata,Barrio Gambier,WIRELESS,6441030,145.0
Buenos Aires,La Plata,City Bell,CABLEMODEM,6441030,12501.0
Buenos Aires,La Plata,City Bell,FIBRA OPTICA,6441030,2218.0
Buenos Aires,La Plata,City Bell,WIRELESS,6441030,145.0
Buenos Aires,La Plata,colonia la plata,ADSL,6441030,23.0
Buenos Aires,La Plata,colonia la plata,FIBRA OPTICA,6441030,19.0
Buenos Aires,La Plata,Country Club El Rodeo,FIBRA OPTICA,6441010,189.0
Buenos Aires,La Plata,El Retiro,FIBRA OPTICA,6441030,1.0
Buenos Aires,La Plata,Ignacio Correas,OTROS,6441020,2.0
Buenos Aires,La Plata,Ignacio Correas,WIRELESS,6441020,46.0
Buenos Aires,La Plata,Joaquin Gorina,CABLEMODEM,6441030,828.0
Buenos Aires,La Plata,Joaquin Gorina,FIBRA OPTICA,6441030,207.0
Buenos Aires,La Plata,Jose Hernandez,CABLEMODEM,6441030,30.0
Buenos Aires,La Plata,Jose Hernandez,FIBRA OPTICA,6441030,44.0
Buenos Aires,La Plata,Jose Melchor Romero,CABLEMODEM,6441030,903.0
Buenos Aires,La Plata,Jose Melchor Romero,WIRELESS,6441030,10.0
Buenos Aires,La Plata,La Cumbre,WIRELESS,6441030,145.0
Buenos Aires,La Plata,La Plata,ADSL,6441030,7282.0
Buenos Aires,La Plata,La Plata,CABLEMODEM,6441030,135844.0
Buenos Aires,La Plata,La Plata,DIAL UP,6441030,517.0
Buenos Aires,La Plata,La Plata,FIBRA OPTICA,6441030,55110.0
Buenos Aires,La Plata,La Plata,OTROS,6441030,280.0
Buenos Aires,La Plata,La Plata,SATELITAL,6441030,9.0
Buenos Aires,La Plata,La Plata,WIRELESS,6441030,3908.0
Buenos Aires,La Plata,Lisandro Olmos,CABLEMODEM,6441030,2829.0
Buenos Aires,La Plata,Lisandro Olmos,FIBRA OPTICA,6441030,14.0
Buenos Aires,La Plata,Lisandro Olmos,WIRELESS,6441030,10.0
Buenos Aires,La Plata,Los Hornos,CABLEMODEM,6441030,3360.0
Buenos Aires,La Plata,Los Hornos,FIBRA OPTICA,6441030,1763.0
Buenos Aires,La Plata,Los Hornos,WIRELESS,6441030,145.0
Buenos Aires,La Plata,Manuel B Gonnet,CABLEMODEM,6441030,12006.0
Buenos Aires,La Plata,Manuel B Gonnet,FIBRA OPTICA,6441030,1231.0
Buenos Aires,La Plata,OTROS,CABLEMODEM,Sin Datos,22.0
Buenos Aires,La Plata,OTROS,FIBRA OPTICA,Sin Datos,9.0
Buenos Aires,La Plata,Ringuelet,CABLEMODEM,6441030,3684.0
Buenos Aires,La Plata,Ringuelet,FIBRA OPTICA,6441030,466.0
Buenos Aires,La Plata,ruta del sol,ADSL,6441030,89.0
Buenos Aires,La Plata,ruta del sol,FIBRA OPTICA,6441030,81.0
Buenos Aires,La Plata,Tolosa,CABLEMODEM,6441030,13150.0
Buenos Aires,La Plata,Tolosa,FIBRA OPTICA,6441030,1309.0
Buenos Aires,La Plata,Transradio,SATELITAL,6441030,1.0
Buenos Aires,La Plata,Villa Elisa,CABLEMODEM,6441030,5132.0
Buenos Aires,La Plata,Villa Elisa,FIBRA OPTICA,6441030,525.0
Buenos Aires,La Plata,Villa Elisa,WIRELESS,6441030,145.0
Buenos Aires,La Plata,Villa Elvira,CABLEMODEM,6441030,4401.0
Buenos Aires,La Plata,Villa Elvira,FIBRA OPTICA,6441030,762.0
Buenos Aires,La Plata,Villa Elvira,WIRELESS,6441030,145.0
Buenos Aires,La Plata,Villa Garibaldi,WIRELESS,6441030,145.0
Buenos Aires,La Plata,Villa Montoro,WIRELESS,6441030,145.0
Buenos Aires,La Plata,Villa Parque Sicardi,WIRELESS,6441030,145.0
Buenos Aires,Lanús,Gerli,ADSL,6434010,7.0
Buenos Aires,Lanús,Gerli,CABLEMODEM,6434010,5702.0
Buenos Aires,Lanús,Gerli,DIAL UP,6434010,14.0
Buenos Aires,Lanús,Gerli,FIBRA OPTICA,6434010,6601.0
Buenos Aires,Lanús,Gerli,OTROS,6434010,3.0
Buenos Aires,Lanús,Lanús Este,ADSL,6434010,239.0
Buenos Aires,Lanús,Lanús Este,CABLEMODEM,6434010,26218.0
Buenos Aires,Lanús,Lanús Este,DIAL UP,6434010,78.0
Buenos Aires,Lanús,Lanús Este,FIBRA OPTICA,6434010,17111.0
Buenos Aires,Lanús,Lanús Este,SATELITAL,6434010,1.0
Buenos Aires,Lanús,Lanús Este,WIRELESS,6434010,264.0
Buenos Aires,Lanús,Lanús Oeste,CABLEMODEM,6434010,11441.0
Buenos Aires,Lanús,Lanús Oeste,DIAL UP,6434010,1.0
Buenos Aires,Lanús,Lanús Oeste,FIBRA OPTICA,6434010,16726.0
Buenos Aires,Lanús,Lanús Oeste,WIRELESS,6434010,364.0
Buenos Aires,Lanús,Monte Chingolo,ADSL,6434010,9.0
Buenos Aires,Lanús,Monte Chingolo,CABLEMODEM,6434010,10177.0
Buenos Aires,Lanús,Monte Chingolo,DIAL UP,6434010,43.0
Buenos Aires,Lanús,Monte Chingolo,FIBRA OPTICA,6434010,18377.0
Buenos Aires,Lanús,Monte Chingolo,OTROS,6434010,24.0
Buenos Aires,Lanús,Remedios Escalada De San Martin,ADSL,6434010,15.0
Buenos Aires,Lanús,Remedios Escalada De San Martin,CABLEMODEM,6434010,12849.0
Buenos Aires,Lanús,Remedios Escalada De San Martin,DIAL UP,6434010,19.0
Buenos Aires,Lanús,Remedios Escalada De San Martin,FIBRA OPTICA,6434010,6824.0
Buenos Aires,Lanús,Remedios Escalada De San Martin,WIRELESS,6434010,344.0
Buenos Aires,Lanús,Valentín Alsina,ADSL,6434010,63.0
Buenos Aires,Lanús,Valentín Alsina,CABLEMODEM,6434010,6948.0
Buenos Aires,Lanús,Valentín Alsina,DIAL UP,6434010,75.0
Buenos Aires,Lanús,Valentín Alsina,FIBRA OPTICA,6434010,13296.0
Buenos Aires,Lanús,Valentín Alsina,OTROS,6434010,13.0
Buenos Aires,Lanús,Valentín Alsina,WIRELESS,6434010,2.0
Buenos Aires,Laprida,Laprida,CABLEMODEM,6448010,22.0
Buenos Aires,Laprida,Laprida,FIBRA OPTICA,6448010,2793.0
Buenos Aires,Laprida,Pueblo Nuevo,WIRELESS,6448020,8.0
Buenos Aires,Laprida,Pueblo San Jorge,WIRELESS,6448030,117.0
Buenos Aires,Las Flores,Coronel Boerr,WIRELESS,6455010,3.0
Buenos Aires,Las Flores,El Trigo,FIBRA OPTICA,6455020,1.0
Buenos Aires,Las Flores,El Trigo,WIRELESS,6455020,3.0
Buenos Aires,Las Flores,Las Flores,ADSL,6455030,1411.0
Buenos Aires,Las Flores,Las Flores,FIBRA OPTICA,6455030,3576.0
Buenos Aires,Las Flores,Las Flores,WIRELESS,6455030,791.0
Buenos Aires,Las Flores,Pardo,WIRELESS,6455040,4.0
Buenos Aires,Leandro N. Alem,Alberdi Viejo,ADSL,6462010,2.0
Buenos Aires,Leandro N. Alem,Alberdi Viejo,OTROS,6462010,2.0
Buenos Aires,Leandro N. Alem,Alberdi Viejo,WIRELESS,6462010,2.0
Buenos Aires,Leandro N. Alem,El Dorado,FIBRA OPTICA,6462020,4.0
Buenos Aires,Leandro N. Alem,El Dorado,SATELITAL,6462020,1.0
Buenos Aires,Leandro N. Alem,El Dorado,WIRELESS,6462020,108.0
Buenos Aires,Leandro N. Alem,Fortín Acha,WIRELESS,6462030,39.0
Buenos Aires,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),ADSL,6462040,252.0
Buenos Aires,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),CABLEMODEM,6462040,457.0
Buenos Aires,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),FIBRA OPTICA,6462040,396.0
Buenos Aires,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),WIRELESS,6462040,12.0
Buenos Aires,Leandro N. Alem,Leandro N. Alem,CABLEMODEM,6462050,185.0
Buenos Aires,Leandro N. Alem,Leandro N. Alem,WIRELESS,6462050,65.0
Buenos Aires,Leandro N. Alem,Vedia,ADSL,6462060,814.0
Buenos Aires,Leandro N. Alem,Vedia,DIAL UP,6462060,1.0
Buenos Aires,Leandro N. Alem,Vedia,FIBRA OPTICA,6462060,11.0
Buenos Aires,Leandro N. Alem,Vedia,SATELITAL,6462060,1.0
Buenos Aires,Leandro N. Alem,Vedia,WIRELESS,6462060,1167.0
Buenos Aires,Lincoln,Arenaza,FIBRA OPTICA,6469010,293.0
Buenos Aires,Lincoln,Bayauca,OTROS,6469020,1.0
Buenos Aires,Lincoln,Bayauca,WIRELESS,6469020,43.0
Buenos Aires,Lincoln,Carlos Salas,WIRELESS,6469040,123.0
Buenos Aires,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),ADSL,6469050,290.0
Buenos Aires,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),OTROS,6469050,16.0
Buenos Aires,Lincoln,El Triunfo,DIAL UP,6469060,1.0
Buenos Aires,Lincoln,El Triunfo,FIBRA OPTICA,6469060,10.0
Buenos Aires,Lincoln,Las Toscas,ADSL,6469070,330.0
Buenos Aires,Lincoln,Lincoln,ADSL,6469080,703.0
Buenos Aires,Lincoln,Lincoln,CABLEMODEM,6469080,9227.0
Buenos Aires,Lincoln,Lincoln,DIAL UP,6469080,38.0
Buenos Aires,Lincoln,Lincoln,FIBRA OPTICA,6469080,65.0
Buenos Aires,Lincoln,Lincoln,OTROS,6469080,1.0
Buenos Aires,Lincoln,Pasteur,SATELITAL,6469090,2.0
Buenos Aires,Lincoln,Pasteur,WIRELESS,6469090,461.0
Buenos Aires,Lincoln,Roberts,DIAL UP,6469100,1.0
Buenos Aires,Lincoln,Roberts,FIBRA OPTICA,6469100,699.0
Buenos Aires,Lobería,Licenciado Matienzo,WIRELESS,6476020,21.0
Buenos Aires,Lobería,Lobería,ADSL,6476030,634.0
Buenos Aires,Lobería,Lobería,DIAL UP,6476030,5.0
Buenos Aires,Lobería,Lobería,FIBRA OPTICA,6476030,1497.0
Buenos Aires,Lobería,Lobería,OTROS,6476030,15.0
Buenos Aires,Lobería,Lobería,SATELITAL,6476030,1.0
Buenos Aires,Lobería,Lobería,WIRELESS,6476030,701.0
Buenos Aires,Lobería,Pieres,WIRELESS,6476040,14.0
Buenos Aires,Lobería,San Manuel,FIBRA OPTICA,6476050,377.0
Buenos Aires,Lobería,San Manuel,WIRELESS,6476050,139.0
Buenos Aires,Lobos,Antonio Carboni,ADSL,6483010,2.0
Buenos Aires,Lobos,Antonio Carboni,DIAL UP,6483010,1.0
Buenos Aires,Lobos,Antonio Carboni,FIBRA OPTICA,6483010,127.0
Buenos Aires,Lobos,Antonio Carboni,OTROS,6483010,156.0
Buenos Aires,Lobos,Antonio Carboni,WIRELESS,6483010,101.0
Buenos Aires,Lobos,Elvira,FIBRA OPTICA,6483020,66.0
Buenos Aires,Lobos,Elvira,WIRELESS,6483020,72.0
Buenos Aires,Lobos,Lobos,ADSL,6483040,587.0
Buenos Aires,Lobos,Lobos,CABLEMODEM,6483040,6.0
Buenos Aires,Lobos,Lobos,DIAL UP,6483040,10.0
Buenos Aires,Lobos,Lobos,FIBRA OPTICA,6483040,3758.0
Buenos Aires,Lobos,Lobos,WIRELESS,6483040,1366.0
Buenos Aires,Lobos,Salvador María,ADSL,6483050,87.0
Buenos Aires,Lobos,Salvador María,FIBRA OPTICA,6483050,446.0
Buenos Aires,Lobos,Salvador María,WIRELESS,6483050,289.0
Buenos Aires,Lomas De Zamora,Banfield,ADSL,6490010,163.0
Buenos Aires,Lomas De Zamora,Banfield,CABLEMODEM,6490010,60152.0
Buenos Aires,Lomas De Zamora,Banfield,DIAL UP,6490010,77.0
Buenos Aires,Lomas De Zamora,Banfield,FIBRA OPTICA,6490010,10588.0
Buenos Aires,Lomas De Zamora,Banfield,OTROS,6490010,101.0
