Año,Trimestre,Provincia,Velocidad (Mbps),Accesos
2020,1,Tucuman,4.0,2890
2020,1,Tucuman,4.5,1
2020,1,Tucuman,6.0,154
2020,1,Tucuman,6.4,32008
2020,1,Tucuman,7.5,143
2020,1,Tucuman,9.0,165
2020,1,Tucuman,10.0,8
2020,1,Tucuman,10.1,50067
2020,1,Tucuman,12.0,2
2020,1,Tucuman,12.3,182
2020,1,Tucuman,16.0,2646
2020,1,Tucuman,20.5,28266
2020,1,Tucuman,31.0,1730
2020,1,Tucuman,36.0,1
2020,1,Tucuman,50.1,38947
2020,1,Tucuman,86.0,1
2020,1,Tucuman,100.1,27401
2020,1,Tucuman,320.0,1092
2020,1,Tucuman,512.0,94
2020,2,Buenos Aires,0.256,21233
2020,2,Buenos Aires,0.375,17
2020,2,Buenos Aires,0.512,36916
2020,2,Buenos Aires,0.75,609
2020,2,Buenos Aires,1.0,26560
2020,2,Buenos Aires,1.2,32782
2020,2,Buenos Aires,2.0,380
2020,2,Buenos Aires,2.2,24817
2020,2,Buenos Aires,6.7,35
2020,2,Buenos Aires,3.2,95700
2020,2,Buenos Aires,4.0,50911
2020,2,Buenos Aires,4.5,16486
2020,2,Buenos Aires,6.0,34951
2020,2,Buenos Aires,6.4,878220
2020,2,Buenos Aires,7.5,7644
2020,2,Buenos Aires,9.0,16867
2020,2,Buenos Aires,10.0,493
2020,2,Buenos Aires,10.1,216332
2020,2,Buenos Aires,12.0,4
2020,2,Buenos Aires,12.3,58216
2020,2,Buenos Aires,14.0,2
2020,2,Buenos Aires,15.0,24
2020,2,Buenos Aires,16.0,15994
2020,2,Buenos Aires,17.0,109
2020,2,Buenos Aires,19.0,62769
2020,2,Buenos Aires,20.5,96014
2020,2,Buenos Aires,22.0,2
2020,2,Buenos Aires,23.0,1
2020,2,Buenos Aires,25.0,28
2020,2,Buenos Aires,25.1,172263
2020,2,Buenos Aires,30.0,917
2020,2,Buenos Aires,31.0,15818
2020,2,Buenos Aires,35.0,1
2020,2,Buenos Aires,36.0,1
2020,2,Buenos Aires,41.0,733
2020,2,Buenos Aires,50.0,1
2020,2,Buenos Aires,50.1,1051872
2020,2,Buenos Aires,55.0,54
2020,2,Buenos Aires,56.0,1
2020,2,Buenos Aires,59.0,1
2020,2,Buenos Aires,61.0,72
2020,2,Buenos Aires,63.0,1
2020,2,Buenos Aires,71.0,3
2020,2,Buenos Aires,80.0,2
2020,2,Buenos Aires,81.0,3
2020,2,Buenos Aires,83.0,1
2020,2,Buenos Aires,82.0,1
2020,2,Buenos Aires,95.0,3
2020,2,Buenos Aires,100.1,761231
2020,2,Buenos Aires,122.0,6
2020,2,Buenos Aires,127.0,1
2020,2,Buenos Aires,155.0,13
2020,2,Buenos Aires,160.0,1
2020,2,Buenos Aires,203.0,106
2020,2,Buenos Aires,256.0,1
2020,2,Buenos Aires,320.0,77160
2020,2,Buenos Aires,350.0,4
2020,2,Buenos Aires,384.0,380
2020,2,Buenos Aires,450.0,462
2020,2,Buenos Aires,512.0,610
2020,2,Buenos Aires,520.0,1
2020,2,Buenos Aires,640.0,3
2020,2,Buenos Aires,1024.0,1699
2020,2,Buenos Aires,1536.0,4
2020,2,Capital Federal,0.256,687
2020,2,Capital Federal,0.375,30
2020,2,Capital Federal,0.512,75
2020,2,Capital Federal,0.75,159
2020,2,Capital Federal,1.0,15
2020,2,Capital Federal,1.2,5785
2020,2,Capital Federal,2.2,395
2020,2,Capital Federal,3.2,9068
2020,2,Capital Federal,4.0,70
2020,2,Capital Federal,4.5,1538
2020,2,Capital Federal,6.0,1942
2020,2,Capital Federal,6.4,147973
2020,2,Capital Federal,7.5,13
2020,2,Capital Federal,9.0,21
2020,2,Capital Federal,10.0,3
2020,2,Capital Federal,10.1,94548
2020,2,Capital Federal,12.0,5
2020,2,Capital Federal,12.3,12656
2020,2,Capital Federal,16.0,3849
2020,2,Capital Federal,17.0,5
2020,2,Capital Federal,19.0,46384
2020,2,Capital Federal,20.5,16959
2020,2,Capital Federal,22.0,1
2020,2,Capital Federal,25.1,67168
2020,2,Capital Federal,31.0,12997
2020,2,Capital Federal,35.0,1
2020,2,Capital Federal,36.0,9
2020,2,Capital Federal,40.0,30
2020,2,Capital Federal,41.0,121
2020,2,Capital Federal,50.1,562968
2020,2,Capital Federal,56.0,1
2020,2,Capital Federal,61.0,16
2020,2,Capital Federal,67.0,1
2020,2,Capital Federal,71.0,3
2020,2,Capital Federal,81.0,7
2020,2,Capital Federal,91.0,34
2020,2,Capital Federal,100.1,312905
2020,2,Capital Federal,120.0,1
2020,2,Capital Federal,122.0,5
2020,2,Capital Federal,126.0,3
2020,2,Capital Federal,155.0,6334
2020,2,Capital Federal,164.0,5
2020,2,Capital Federal,203.0,2590
2020,2,Capital Federal,225.0,1
2020,2,Capital Federal,234.0,1
2020,2,Capital Federal,256.0,1399
2020,2,Capital Federal,300.0,1
2020,2,Capital Federal,320.0,47823
2020,2,Capital Federal,330.0,2
2020,2,Capital Federal,450.0,2
2020,2,Capital Federal,512.0,163
2020,2,Capital Federal,768.0,1
2020,2,Capital Federal,850.0,1
2020,2,Capital Federal,1024.0,1047
2020,2,Catamarca,0.256,3176
2020,2,Catamarca,0.512,34
2020,2,Catamarca,0.75,29
2020,2,Catamarca,1.2,730
2020,2,Catamarca,2.2,263
2020,2,Catamarca,3.2,2426
2020,2,Catamarca,6.0,51
2020,2,Catamarca,6.4,5331
2020,2,Catamarca,10.0,26
2020,2,Catamarca,10.1,8664
2020,2,Catamarca,12.3,2284
2020,2,Catamarca,16.0,654
2020,2,Catamarca,20.5,7304
2020,2,Catamarca,25.0,171
2020,2,Catamarca,31.0,255
2020,2,Catamarca,50.1,10217
2020,2,Catamarca,100.1,5908
2020,2,Catamarca,320.0,431
2020,2,Catamarca,512.0,22
2020,2,Chaco,0.256,6969
2020,2,Chaco,0.625,225
2020,2,Chaco,0.5,111
2020,2,Chaco,0.512,69
2020,2,Chaco,0.75,14
2020,2,Chaco,1.2,3497
2020,2,Chaco,1.5,25
2020,2,Chaco,2.2,988
2020,2,Chaco,3.2,6241
2020,2,Chaco,4.0,1184
2020,2,Chaco,4.5,374
2020,2,Chaco,6.0,754
2020,2,Chaco,6.4,12104
2020,2,Chaco,7.5,527
2020,2,Chaco,9.0,288
2020,2,Chaco,10.0,1
2020,2,Chaco,10.1,20324
2020,2,Chaco,12.3,19681
2020,2,Chaco,16.0,1873
2020,2,Chaco,19.0,964
2020,2,Chaco,20.5,6526
2020,2,Chaco,25.1,2883
2020,2,Chaco,31.0,9199
2020,2,Chaco,50.1,25044
2020,2,Chaco,100.1,7125
2020,2,Chaco,320.0,1124
2020,2,Chaco,512.0,18
2020,2,Chubut,0.256,3999
2020,2,Chubut,0.375,8
2020,2,Chubut,0.512,66
2020,2,Chubut,0.75,84
2020,2,Chubut,1.0,4
2020,2,Chubut,1.2,925
2020,2,Chubut,2.2,5074
2020,2,Chubut,3.2,3925
2020,2,Chubut,4.0,73
2020,2,Chubut,4.5,1245
2020,2,Chubut,6.0,477
2020,2,Chubut,6.4,57964
2020,2,Chubut,9.0,189
2020,2,Chubut,10.0,2433
2020,2,Chubut,10.1,19566
2020,2,Chubut,12.3,9410
2020,2,Chubut,16.0,1126
2020,2,Chubut,20.5,1
2020,2,Chubut,25.1,1241
2020,2,Chubut,31.0,232
2020,2,Chubut,50.1,613
2020,2,Chubut,100.1,1
2020,2,Cordoba,0.256,8971
2020,2,Cordoba,0.375,2
2020,2,Cordoba,0.512,81
2020,2,Cordoba,0.75,85
2020,2,Cordoba,1.2,17541
2020,2,Cordoba,2.2,13291
2020,2,Cordoba,2.5,27
2020,2,Cordoba,6.7,1158
2020,2,Cordoba,3.2,55516
2020,2,Cordoba,4.0,5244
2020,2,Cordoba,4.5,14167
2020,2,Cordoba,6.0,11559
2020,2,Cordoba,6.4,104905
2020,2,Cordoba,7.5,4121
2020,2,Cordoba,9.0,3927
2020,2,Cordoba,10.0,1827
2020,2,Cordoba,10.1,116057
2020,2,Cordoba,11.0,1
2020,2,Cordoba,12.0,1
2020,2,Cordoba,12.3,18038
2020,2,Cordoba,14.0,4
2020,2,Cordoba,15.0,8
2020,2,Cordoba,16.0,15214
2020,2,Cordoba,17.0,67
2020,2,Cordoba,19.0,14985
2020,2,Cordoba,20.5,41212
2020,2,Cordoba,25.0,2
2020,2,Cordoba,25.1,52521
2020,2,Cordoba,29.0,1
2020,2,Cordoba,31.0,10700
2020,2,Cordoba,36.0,2
2020,2,Cordoba,41.0,50
2020,2,Cordoba,50.1,270533
2020,2,Cordoba,61.0,8
2020,2,Cordoba,71.0,3
2020,2,Cordoba,77.0,1
2020,2,Cordoba,100.1,48890
2020,2,Cordoba,145.0,1
2020,2,Cordoba,155.0,16
2020,2,Cordoba,203.0,22
2020,2,Cordoba,234.0,1
2020,2,Cordoba,320.0,5129
2020,2,Cordoba,512.0,576
2020,2,Cordoba,768.0,1
2020,2,Cordoba,900.0,1
2020,2,Cordoba,1024.0,1
2020,2,Corrientes,0.256,5020
2020,2,Corrientes,0.512,10
2020,2,Corrientes,0.75,62
2020,2,Corrientes,1.2,6938
2020,2,Corrientes,2.2,1296
2020,2,Corrientes,3.2,9832
2020,2,Corrientes,4.5,968
2020,2,Corrientes,6.0,1543
2020,2,Corrientes,6.4,14192
2020,2,Corrientes,9.0,515
2020,2,Corrientes,10.1,22330
2020,2,Corrientes,12.3,17885
2020,2,Corrientes,16.0,1826
2020,2,Corrientes,19.0,869
2020,2,Corrientes,20.5,5264
2020,2,Corrientes,25.1,2164
2020,2,Corrientes,31.0,5734
2020,2,Corrientes,50.1,16463
2020,2,Corrientes,100.1,5201
2020,2,Corrientes,320.0,754
2020,2,Entre Rios,0.256,14569
2020,2,Entre Rios,0.375,1
2020,2,Entre Rios,0.512,18
2020,2,Entre Rios,0.75,111
2020,2,Entre Rios,1.2,7625
2020,2,Entre Rios,2.2,4167
2020,2,Entre Rios,3.2,15504
2020,2,Entre Rios,4.0,2188
2020,2,Entre Rios,4.5,819
2020,2,Entre Rios,6.0,2793
2020,2,Entre Rios,6.4,37341
2020,2,Entre Rios,7.5,2106
2020,2,Entre Rios,9.0,844
2020,2,Entre Rios,10.1,47690
2020,2,Entre Rios,12.3,30856
2020,2,Entre Rios,16.0,4241
2020,2,Entre Rios,17.0,2
2020,2,Entre Rios,19.0,2609
2020,2,Entre Rios,20.5,4382
2020,2,Entre Rios,25.1,4616
2020,2,Entre Rios,31.0,8240
2020,2,Entre Rios,50.1,34828
2020,2,Entre Rios,100.1,7808
2020,2,Entre Rios,126.0,1
2020,2,Entre Rios,155.0,1
2020,2,Entre Rios,320.0,753
2020,2,Formosa,0.256,1313
2020,2,Formosa,0.512,49
2020,2,Formosa,0.75,342
2020,2,Formosa,1.2,1881
2020,2,Formosa,2.2,1465
2020,2,Formosa,3.2,10240
2020,2,Formosa,4.5,2977
2020,2,Formosa,6.0,1366
2020,2,Formosa,6.4,5756
2020,2,Formosa,7.5,2
2020,2,Formosa,10.1,7107
2020,2,Formosa,12.3,208
2020,2,Formosa,16.0,547
2020,2,Formosa,19.0,755
2020,2,Formosa,20.5,5488
2020,2,Formosa,25.1,559
2020,2,Formosa,31.0,402
2020,2,Formosa,50.1,5792
2020,2,Formosa,100.1,1641
2020,2,Formosa,320.0,42
2020,2,Jujuy,0.256,16557
2020,2,Jujuy,0.512,27
2020,2,Jujuy,0.75,28
2020,2,Jujuy,1.2,7114
2020,2,Jujuy,2.2,3218
2020,2,Jujuy,3.2,7973
2020,2,Jujuy,4.5,2283
2020,2,Jujuy,6.0,734
2020,2,Jujuy,6.4,9408
2020,2,Jujuy,10.1,10519
2020,2,Jujuy,12.3,22759
2020,2,Jujuy,16.0,661
2020,2,Jujuy,19.0,4
2020,2,Jujuy,20.5,3405
2020,2,Jujuy,25.1,8
2020,2,Jujuy,31.0,201
2020,2,Jujuy,45.0,1
2020,2,Jujuy,50.1,6029
2020,2,Jujuy,68.0,1
2020,2,Jujuy,100.1,3289
2020,2,Jujuy,155.0,1
2020,2,Jujuy,320.0,72
2020,2,Jujuy,512.0,24
2020,2,La Pampa,0.256,1123
2020,2,La Pampa,0.375,1
2020,2,La Pampa,0.512,236
2020,2,La Pampa,0.75,56
2020,2,La Pampa,1.0,313
2020,2,La Pampa,1.2,2890
2020,2,La Pampa,2.2,5977
2020,2,La Pampa,3.2,9055
2020,2,La Pampa,4.5,3508
2020,2,La Pampa,6.0,1400
2020,2,La Pampa,6.4,48885
2020,2,La Pampa,7.5,6
2020,2,La Pampa,9.0,1
2020,2,La Pampa,10.1,7524
2020,2,La Pampa,12.3,59
2020,2,La Pampa,16.0,2499
2020,2,La Pampa,19.0,4
2020,2,La Pampa,20.5,1238
2020,2,La Pampa,25.1,312
2020,2,La Pampa,31.0,1345
2020,2,La Pampa,50.1,3377
2020,2,La Rioja,0.256,2
2020,2,La Rioja,0.512,9
2020,2,La Rioja,0.75,12
2020,2,La Rioja,1.2,701
2020,2,La Rioja,3.2,1326
2020,2,La Rioja,4.0,31589
2020,2,La Rioja,4.5,1
2020,2,La Rioja,6.4,3759
2020,2,La Rioja,10.1,5661
2020,2,La Rioja,16.0,4150
2020,2,La Rioja,20.5,536
2020,2,La Rioja,31.0,73
2020,2,La Rioja,50.1,1976
2020,2,La Rioja,100.1,2339
2020,2,La Rioja,320.0,21
2020,2,Mendoza,0.256,2450
2020,2,Mendoza,0.375,1
2020,2,Mendoza,0.512,20
2020,2,Mendoza,0.75,37
2020,2,Mendoza,1.0,9
2020,2,Mendoza,1.2,1655
2020,2,Mendoza,2.2,2491
2020,2,Mendoza,3.2,4551
2020,2,Mendoza,4.0,14
2020,2,Mendoza,4.5,2366
2020,2,Mendoza,6.0,1997
2020,2,Mendoza,6.4,129210
2020,2,Mendoza,7.5,130
2020,2,Mendoza,9.0,876
2020,2,Mendoza,10.0,6400
2020,2,Mendoza,10.1,5033
2020,2,Mendoza,12.3,30426
2020,2,Mendoza,16.0,1078
2020,2,Mendoza,20.5,3770
2020,2,Mendoza,25.0,818
2020,2,Mendoza,25.1,5
2020,2,Mendoza,31.0,2435
2020,2,Mendoza,37.0,65
2020,2,Mendoza,41.0,4
2020,2,Mendoza,50.1,4145
2020,2,Mendoza,100.1,1063
2020,2,Mendoza,320.0,104
2020,2,Mendoza,512.0,31
2020,2,Misiones,0.256,8646
2020,2,Misiones,0.512,47
2020,2,Misiones,0.75,24
2020,2,Misiones,1.2,4350
2020,2,Misiones,2.2,7881
2020,2,Misiones,3.2,8223
2020,2,Misiones,4.5,449
2020,2,Misiones,6.0,2944
2020,2,Misiones,6.4,16544
2020,2,Misiones,7.5,292
2020,2,Misiones,9.0,221
2020,2,Misiones,10.1,23206
2020,2,Misiones,12.3,17482
2020,2,Misiones,16.0,2216
2020,2,Misiones,19.0,1043
2020,2,Misiones,20.5,5704
2020,2,Misiones,25.1,2845
2020,2,Misiones,31.0,9460
2020,2,Misiones,46.0,28
2020,2,Misiones,50.1,22966
2020,2,Misiones,100.1,5185
2020,2,Misiones,120.0,1
2020,2,Misiones,205.0,1
2020,2,Misiones,275.0,1
2020,2,Misiones,320.0,579
2020,2,Misiones,480.0,1
2020,2,Misiones,950.0,1
2020,2,Neuquen,0.512,45
2020,2,Neuquen,0.75,173
2020,2,Neuquen,1.0,1
2020,2,Neuquen,1.2,802
2020,2,Neuquen,2.2,2406
2020,2,Neuquen,3.2,9813
2020,2,Neuquen,4.0,6938
2020,2,Neuquen,4.5,264
2020,2,Neuquen,6.0,9187
2020,2,Neuquen,6.4,32087
2020,2,Neuquen,7.5,294
2020,2,Neuquen,9.0,2899
2020,2,Neuquen,10.1,2910
2020,2,Neuquen,12.3,3178
2020,2,Neuquen,16.0,163
2020,2,Neuquen,19.0,2897
2020,2,Neuquen,20.5,387
2020,2,Neuquen,25.1,5126
2020,2,Neuquen,31.0,178
2020,2,Neuquen,50.1,36326
2020,2,Neuquen,65.0,4
2020,2,Neuquen,100.1,8802
2020,2,Neuquen,320.0,1292
2020,2,Rio Negro,0.256,17057
2020,2,Rio Negro,0.512,47
2020,2,Rio Negro,0.75,67
2020,2,Rio Negro,1.2,1129
2020,2,Rio Negro,2.2,3977
2020,2,Rio Negro,3.2,7519
2020,2,Rio Negro,4.0,283
2020,2,Rio Negro,4.5,869
2020,2,Rio Negro,6.0,5618
2020,2,Rio Negro,6.4,51888
2020,2,Rio Negro,9.0,232
2020,2,Rio Negro,10.0,37
2020,2,Rio Negro,10.1,3066
2020,2,Rio Negro,12.3,974
2020,2,Rio Negro,16.0,22
2020,2,Rio Negro,19.0,2081
2020,2,Rio Negro,20.5,4421
2020,2,Rio Negro,25.1,3162
2020,2,Rio Negro,31.0,111
2020,2,Rio Negro,41.0,11
2020,2,Rio Negro,50.1,22467
2020,2,Rio Negro,100.1,4370
2020,2,Rio Negro,120.0,1
2020,2,Rio Negro,155.0,1
2020,2,Rio Negro,320.0,76
2020,2,Salta,0.256,6531
2020,2,Salta,0.512,49
2020,2,Salta,0.75,80
2020,2,Salta,1.0,1
2020,2,Salta,1.2,6176
2020,2,Salta,2.2,804
2020,2,Salta,3.2,12754
2020,2,Salta,4.0,1
2020,2,Salta,4.5,4018
2020,2,Salta,6.0,719
2020,2,Salta,6.4,17842
2020,2,Salta,9.0,41
2020,2,Salta,10.1,64422
2020,2,Salta,12.3,2863
2020,2,Salta,16.0,2559
2020,2,Salta,19.0,54
2020,2,Salta,20.5,11513
2020,2,Salta,25.1,7033
2020,2,Salta,31.0,708
2020,2,Salta,50.1,31070
2020,2,Salta,100.1,7903
2020,2,Salta,320.0,550
2020,2,Salta,512.0,71
2020,2,San Juan,0.256,4430
2020,2,San Juan,0.512,22
2020,2,San Juan,0.75,26
2020,2,San Juan,1.0,1
2020,2,San Juan,1.2,696
2020,2,San Juan,2.2,1158
2020,2,San Juan,3.2,3872
2020,2,San Juan,4.5,468
2020,2,San Juan,6.0,226
2020,2,San Juan,6.4,52886
2020,2,San Juan,10.0,801
2020,2,San Juan,10.1,116
2020,2,San Juan,12.3,4847
2020,2,San Juan,16.0,43
2020,2,San Juan,20.5,18
2020,2,San Juan,25.1,32
2020,2,San Juan,31.0,8
2020,2,San Juan,50.1,80
2020,2,San Juan,100.1,47
2020,2,San Luis,0.256,35992
2020,2,San Luis,0.512,57
2020,2,San Luis,0.75,48
2020,2,San Luis,1.2,386
2020,2,San Luis,2.2,664
2020,2,San Luis,3.2,844
2020,2,San Luis,4.0,2
2020,2,San Luis,4.5,409
2020,2,San Luis,6.0,104
2020,2,San Luis,6.4,9030
2020,2,San Luis,9.0,149
2020,2,San Luis,10.0,3428
2020,2,San Luis,10.1,8
2020,2,San Luis,12.3,1927
2020,2,San Luis,20.5,7
2020,2,San Luis,25.1,60886
2020,2,San Luis,31.0,5
2020,2,San Luis,47.0,3
2020,2,San Luis,100.1,3
2020,2,Santa Cruz,0.256,493
2020,2,Santa Cruz,0.375,3
2020,2,Santa Cruz,0.512,24
2020,2,Santa Cruz,0.75,39
2020,2,Santa Cruz,1.2,5415
2020,2,Santa Cruz,2.2,1674
2020,2,Santa Cruz,3.2,6084
2020,2,Santa Cruz,4.5,61
2020,2,Santa Cruz,6.0,2452
2020,2,Santa Cruz,6.4,11252
2020,2,Santa Cruz,9.0,1
2020,2,Santa Cruz,10.0,166
2020,2,Santa Cruz,10.1,3999
2020,2,Santa Cruz,12.3,3456
2020,2,Santa Cruz,14.0,1775
2020,2,Santa Cruz,16.0,1131
2020,2,Santa Cruz,19.0,110
2020,2,Santa Cruz,20.5,69
2020,2,Santa Cruz,25.0,372
2020,2,Santa Cruz,25.1,150
2020,2,Santa Cruz,31.0,24
2020,2,Santa Cruz,36.0,19
2020,2,Santa Cruz,41.0,7
2020,2,Santa Cruz,50.1,80
2020,2,Santa Cruz,77.0,2
2020,2,Santa Cruz,100.1,11
2020,2,Santa Fe,0.256,20193
2020,2,Santa Fe,0.375,51
2020,2,Santa Fe,0.512,321
2020,2,Santa Fe,0.75,196
2020,2,Santa Fe,1.2,17111
2020,2,Santa Fe,2.0,334
2020,2,Santa Fe,2.2,8837
2020,2,Santa Fe,3.2,56682
2020,2,Santa Fe,4.0,57
2020,2,Santa Fe,4.5,5830
2020,2,Santa Fe,6.0,26761
2020,2,Santa Fe,6.4,99503
2020,2,Santa Fe,7.5,3144
2020,2,Santa Fe,9.0,7217
2020,2,Santa Fe,10.0,677
2020,2,Santa Fe,10.1,187734
2020,2,Santa Fe,12.3,32297
2020,2,Santa Fe,16.0,13578
2020,2,Santa Fe,17.0,139
2020,2,Santa Fe,19.0,7392
2020,2,Santa Fe,20.5,43169
2020,2,Santa Fe,25.1,39143
2020,2,Santa Fe,31.0,18101
2020,2,Santa Fe,36.0,3
2020,2,Santa Fe,39.0,2
2020,2,Santa Fe,41.0,10
2020,2,Santa Fe,46.0,137
2020,2,Santa Fe,50.1,148016
2020,2,Santa Fe,61.0,2
2020,2,Santa Fe,97.0,1
2020,2,Santa Fe,100.1,38178
2020,2,Santa Fe,122.0,1
2020,2,Santa Fe,155.0,511
2020,2,Santa Fe,320.0,2548
2020,2,Santa Fe,473.0,1
2020,2,Santa Fe,512.0,54
2020,2,Santa Fe,768.0,1
2020,2,Santiago Del Estero,0.256,4516
2020,2,Santiago Del Estero,0.512,39
2020,2,Santiago Del Estero,0.75,94
2020,2,Santiago Del Estero,1.0,908
2020,2,Santiago Del Estero,1.2,1869
2020,2,Santiago Del Estero,2.0,307
2020,2,Santiago Del Estero,2.2,1804
2020,2,Santiago Del Estero,3.2,10843
2020,2,Santiago Del Estero,4.5,693
2020,2,Santiago Del Estero,6.0,1
2020,2,Santiago Del Estero,6.4,17911
2020,2,Santiago Del Estero,7.5,879
2020,2,Santiago Del Estero,10.1,56830
2020,2,Santiago Del Estero,12.3,2512
2020,2,Santiago Del Estero,16.0,726
2020,2,Santiago Del Estero,20.5,1940
2020,2,Santiago Del Estero,31.0,247
2020,2,Santiago Del Estero,41.0,30
2020,2,Santiago Del Estero,50.1,1890
2020,2,Santiago Del Estero,100.1,1392
2020,2,Santiago Del Estero,320.0,16
2020,2,Tierra Del Fuego,0.256,7446
2020,2,Tierra Del Fuego,0.512,6
2020,2,Tierra Del Fuego,0.75,5
2020,2,Tierra Del Fuego,1.2,102
2020,2,Tierra Del Fuego,3.2,631
2020,2,Tierra Del Fuego,4.5,2533
2020,2,Tierra Del Fuego,6.0,262
2020,2,Tierra Del Fuego,6.4,18797
2020,2,Tierra Del Fuego,9.0,3824
2020,2,Tierra Del Fuego,10.1,1362
2020,2,Tierra Del Fuego,12.3,2749
2020,2,Tierra Del Fuego,16.0,160
2020,2,Tierra Del Fuego,19.0,51
2020,2,Tierra Del Fuego,20.5,74
2020,2,Tierra Del Fuego,25.1,347
2020,2,Tierra Del Fuego,31.0,44
2020,2,Tierra Del Fuego,50.1,796
2020,2,Tucuman,0.256,2635
2020,2,Tucuman,0.512,16
2020,2,Tucuman,0.75,36
2020,2,Tucuman,1.2,3509
2020,2,Tucuman,2.2,28
2020,2,Tucuman,3.2,10697
2020,2,Tucuman,4.0,2890
2020,2,Tucuman,4.5,18
2020,2,Tucuman,6.0,185
2020,2,Tucuman,6.4,31798
2020,2,Tucuman,7.5,143
2020,2,Tucuman,9.0,165
2020,2,Tucuman,10.0,8
2020,2,Tucuman,10.1,54221
2020,2,Tucuman,12.0,2
2020,2,Tucuman,12.3,340
2020,2,Tucuman,16.0,2663
2020,2,Tucuman,20.5,31179
2020,2,Tucuman,31.0,2246
2020,2,Tucuman,36.0,1
2020,2,Tucuman,50.1,44288
2020,2,Tucuman,86.0,1
2020,2,Tucuman,100.1,28809
2020,2,Tucuman,320.0,1179
2020,2,Tucuman,512.0,99
2020,3,Buenos Aires,0.256,19853
2020,3,Buenos Aires,0.375,17
2020,3,Buenos Aires,0.512,36916
2020,3,Buenos Aires,0.75,609
2020,3,Buenos Aires,1.0,26560
2020,3,Buenos Aires,1.2,32611
2020,3,Buenos Aires,2.0,380
2020,3,Buenos Aires,2.2,25065
2020,3,Buenos Aires,6.7,35
2020,3,Buenos Aires,3.2,97388
2020,3,Buenos Aires,4.0,35939
2020,3,Buenos Aires,4.5,15952
2020,3,Buenos Aires,6.0,35165
2020,3,Buenos Aires,6.4,876242
2020,3,Buenos Aires,7.5,4718
2020,3,Buenos Aires,9.0,17558
2020,3,Buenos Aires,10.0,493
2020,3,Buenos Aires,10.1,211941
2020,3,Buenos Aires,12.0,4
2020,3,Buenos Aires,12.3,57035
2020,3,Buenos Aires,14.0,2
2020,3,Buenos Aires,15.0,24
2020,3,Buenos Aires,16.0,15530
2020,3,Buenos Aires,17.0,109
2020,3,Buenos Aires,19.0,53774
2020,3,Buenos Aires,20.5,93294
2020,3,Buenos Aires,22.0,2
2020,3,Buenos Aires,23.0,1
2020,3,Buenos Aires,25.0,28
2020,3,Buenos Aires,25.1,180693
2020,3,Buenos Aires,30.0,917
2020,3,Buenos Aires,31.0,12641
2020,3,Buenos Aires,35.0,1
2020,3,Buenos Aires,36.0,1
2020,3,Buenos Aires,41.0,779
2020,3,Buenos Aires,50.0,1
2020,3,Buenos Aires,50.1,1199980
2020,3,Buenos Aires,55.0,54
2020,3,Buenos Aires,56.0,1
2020,3,Buenos Aires,59.0,1
2020,3,Buenos Aires,61.0,76
2020,3,Buenos Aires,63.0,1
2020,3,Buenos Aires,66.0,1
2020,3,Buenos Aires,71.0,3
2020,3,Buenos Aires,77.0,236
2020,3,Buenos Aires,80.0,2
2020,3,Buenos Aires,81.0,4
2020,3,Buenos Aires,83.0,1
2020,3,Buenos Aires,82.0,1
2020,3,Buenos Aires,95.0,3
2020,3,Buenos Aires,100.1,784820
2020,3,Buenos Aires,122.0,6
2020,3,Buenos Aires,127.0,1
2020,3,Buenos Aires,155.0,125
2020,3,Buenos Aires,160.0,1
2020,3,Buenos Aires,203.0,117
2020,3,Buenos Aires,256.0,3
2020,3,Buenos Aires,320.0,94505
2020,3,Buenos Aires,350.0,4
2020,3,Buenos Aires,384.0,380
2020,3,Buenos Aires,450.0,462
2020,3,Buenos Aires,512.0,692
2020,3,Buenos Aires,520.0,1
2020,3,Buenos Aires,640.0,3
2020,3,Buenos Aires,1024.0,2424
2020,3,Buenos Aires,1536.0,4
2020,3,Buenos Aires,2529.0,860
2020,3,Buenos Aires,4000.0,227
2020,3,Capital Federal,0.256,247
2020,3,Capital Federal,0.375,30
2020,3,Capital Federal,0.512,75
2020,3,Capital Federal,0.75,159
2020,3,Capital Federal,1.0,15
2020,3,Capital Federal,1.2,5404
2020,3,Capital Federal,2.2,387
2020,3,Capital Federal,3.2,8245
2020,3,Capital Federal,4.0,70
2020,3,Capital Federal,4.5,1539
2020,3,Capital Federal,6.0,1962
2020,3,Capital Federal,6.4,144912
2020,3,Capital Federal,7.5,13
2020,3,Capital Federal,9.0,22
2020,3,Capital Federal,10.0,3
2020,3,Capital Federal,10.1,85045
2020,3,Capital Federal,12.0,5
2020,3,Capital Federal,12.3,10916
2020,3,Capital Federal,16.0,3353
2020,3,Capital Federal,17.0,5
2020,3,Capital Federal,19.0,38993
2020,3,Capital Federal,20.5,15481
2020,3,Capital Federal,22.0,1
2020,3,Capital Federal,25.1,66791
2020,3,Capital Federal,31.0,11242
2020,3,Capital Federal,35.0,1
2020,3,Capital Federal,36.0,9
2020,3,Capital Federal,40.0,30
2020,3,Capital Federal,41.0,121
2020,3,Capital Federal,50.1,577976
2020,3,Capital Federal,56.0,1
2020,3,Capital Federal,61.0,16
2020,3,Capital Federal,67.0,1
2020,3,Capital Federal,71.0,3
2020,3,Capital Federal,77.0,117
2020,3,Capital Federal,81.0,7
2020,3,Capital Federal,91.0,34
2020,3,Capital Federal,100.1,328971
